gene,source,thresholds,comparison
recQ ,treitz,1.5,Acetate_over_Glucose
rsmD ,treitz,1.5,Acetate_over_Glucose
ygbK ,treitz,1.5,Acetate_over_Glucose
glpQ ,treitz,1.5,Acetate_over_Glucose
fadA ,treitz,1.5,Acetate_over_Glucose
yehT ,treitz,1.5,Acetate_over_Glucose
yebV ,treitz,1.5,Acetate_over_Glucose
xdhA ,treitz,1.5,Acetate_over_Glucose
yicJ ,treitz,1.5,Acetate_over_Glucose
trkA ,treitz,1.5,Acetate_over_Glucose
pspE ,treitz,1.5,Acetate_over_Glucose
argT ,treitz,1.5,Acetate_over_Glucose
yahO ,treitz,1.5,Acetate_over_Glucose
aceA ,treitz,1.5,Acetate_over_Glucose
rffA ,treitz,1.5,Acetate_over_Glucose
ybaV ,treitz,1.5,Acetate_over_Glucose
gatC ,treitz,1.5,Acetate_over_Glucose
yhaV ,treitz,1.5,Acetate_over_Glucose
gspF ,treitz,1.5,Acetate_over_Glucose
fdoG ,treitz,1.5,Acetate_over_Glucose
rbsB ,treitz,1.5,Acetate_over_Glucose
cstA ,treitz,1.5,Acetate_over_Glucose
fadI ,treitz,1.5,Acetate_over_Glucose
dctA ,treitz,1.5,Acetate_over_Glucose
araF ,treitz,1.5,Acetate_over_Glucose
agp ,treitz,1.5,Acetate_over_Glucose
puuA ,treitz,1.5,Acetate_over_Glucose
fhlA ,treitz,1.5,Acetate_over_Glucose
glcF ,treitz,1.5,Acetate_over_Glucose
fadH ,treitz,1.5,Acetate_over_Glucose
acs ,treitz,1.5,Acetate_over_Glucose
aphA ,treitz,1.5,Acetate_over_Glucose
pckA ,treitz,1.5,Acetate_over_Glucose
mglB ,treitz,1.5,Acetate_over_Glucose
yjbJ ,treitz,1.5,Acetate_over_Glucose
aspA ,treitz,1.5,Acetate_over_Glucose
prpB ,treitz,1.5,Acetate_over_Glucose
uhpT ,treitz,1.5,Acetate_over_Glucose
ytfJ ,treitz,1.5,Acetate_over_Glucose
yedN ,treitz,1.5,Acetate_over_Glucose
glpF ,treitz,1.5,Acetate_over_Glucose
mhpR ,treitz,1.5,Acetate_over_Glucose
tnaA ,treitz,1.5,Acetate_over_Glucose
frdC ,treitz,1.5,Acetate_over_Glucose
yghJ ,treitz,1.5,Acetate_over_Glucose
uspF ,treitz,1.5,Acetate_over_Glucose
paaG ,treitz,1.5,Acetate_over_Glucose
psuG ,treitz,1.5,Acetate_over_Glucose
nanR ,treitz,1.5,Acetate_over_Glucose
fadB ,treitz,1.5,Acetate_over_Glucose
putP ,treitz,1.5,Acetate_over_Glucose
frdB ,treitz,1.5,Acetate_over_Glucose
xylG ,treitz,1.5,Acetate_over_Glucose
gcl ,treitz,1.5,Acetate_over_Glucose
ytfQ ,treitz,1.5,Acetate_over_Glucose
fadD ,treitz,1.5,Acetate_over_Glucose
tauB ,treitz,1.5,Acetate_over_Glucose
yliF ,treitz,1.5,Acetate_over_Glucose
