baseMean,log2FoldChange,pvalue,padj,gene,dataType,growthPhase.y,investigatedEffect,testVSbase
78.5061367,0.719928551,0.171998349,0.342046778,thrL,mrna,Exp,batchNumberPLUScarbonSource,lactateVSglucose
408.1396943,0.488649581,0.395269578,0.599885579,thrA,mrna,Exp,batchNumberPLUScarbonSource,lactateVSglucose
172.6877048,0.380210161,0.489705967,0.680500064,thrB,mrna,Exp,batchNumberPLUScarbonSource,lactateVSglucose
197.8693463,0.685541263,0.242475739,0.430233502,thrC,mrna,Exp,batchNumberPLUScarbonSource,lactateVSglucose
20.1889443,0.93630807,0.053227253,0.157974634,yaaX,mrna,Exp,batchNumberPLUScarbonSource,lactateVSglucose
6.977260812,0.167624325,0.662145219,0.808964826,yaaA,mrna,Exp,batchNumberPLUScarbonSource,lactateVSglucose
1.049974167,0.101172062,0.856067383,0.93108444,yaaJ,mrna,Exp,batchNumberPLUScarbonSource,lactateVSglucose
334.6647536,0.196417712,0.436589298,0.634064699,talB,mrna,Exp,batchNumberPLUScarbonSource,lactateVSglucose
27.11166958,-0.581013045,0.053712335,0.158891653,mogA,mrna,Exp,batchNumberPLUScarbonSource,lactateVSglucose
9.475335376,0.947445003,0.006105785,0.038323095,yaaH,mrna,Exp,batchNumberPLUScarbonSource,lactateVSglucose
0.118776045,-0.151087638,0.8547845,,yaaI,mrna,Exp,batchNumberPLUScarbonSource,lactateVSglucose
523.0331744,-0.772184467,0.06333483,0.178435129,dnaK,mrna,Exp,batchNumberPLUScarbonSource,lactateVSglucose
38.88708193,0.565461891,0.169831396,0.339945373,dnaJ,mrna,Exp,batchNumberPLUScarbonSource,lactateVSglucose
14.20636221,0.24520679,0.581616083,0.752888251,insL-1,mrna,Exp,batchNumberPLUScarbonSource,lactateVSglucose
2.572432754,-0.217922204,0.72377775,0.850851433,mokC,mrna,Exp,batchNumberPLUScarbonSource,lactateVSglucose
42.6411738,-0.011009355,0.971935904,0.988393542,nhaA,mrna,Exp,batchNumberPLUScarbonSource,lactateVSglucose
6.811274664,-0.25754382,0.502162325,0.690517191,nhaR,mrna,Exp,batchNumberPLUScarbonSource,lactateVSglucose
0.273315433,-0.743498414,0.377682437,,ECB_00020,mrna,Exp,batchNumberPLUScarbonSource,lactateVSglucose
0.142986829,0.104547214,0.901136999,,ECB_00021,mrna,Exp,batchNumberPLUScarbonSource,lactateVSglucose
0.123474506,0.061874965,0.937693643,,ECB_00022,mrna,Exp,batchNumberPLUScarbonSource,lactateVSglucose
0.662668975,-0.220802726,0.747271758,,insA-1,mrna,Exp,batchNumberPLUScarbonSource,lactateVSglucose
4.455900496,-0.50942613,0.308263691,0.506844493,insB-1,mrna,Exp,batchNumberPLUScarbonSource,lactateVSglucose
0.076915885,0.021091771,0.976700092,,ECB_00025,mrna,Exp,batchNumberPLUScarbonSource,lactateVSglucose
1.994878396,1.291346211,0.01301526,0.061886789,ECB_00026,mrna,Exp,batchNumberPLUScarbonSource,lactateVSglucose
337.1585472,1.303119947,0.032366945,0.113330236,rpsT,mrna,Exp,batchNumberPLUScarbonSource,lactateVSglucose
0.954748747,0.656918455,0.27870013,0.473331185,yaaY,mrna,Exp,batchNumberPLUScarbonSource,lactateVSglucose
45.96442018,0.26893723,0.51071796,0.696716097,ribF,mrna,Exp,batchNumberPLUScarbonSource,lactateVSglucose
371.8863908,1.120564378,0.026792627,0.1001715,ileS,mrna,Exp,batchNumberPLUScarbonSource,lactateVSglucose
88.33999513,0.709682801,0.122839332,0.272091843,lspA,mrna,Exp,batchNumberPLUScarbonSource,lactateVSglucose
12.39761963,1.570312625,0.003718862,0.028495485,fkpB,mrna,Exp,batchNumberPLUScarbonSource,lactateVSglucose
57.51749624,1.0513496,0.040846309,0.131095124,ispH,mrna,Exp,batchNumberPLUScarbonSource,lactateVSglucose
11.28159103,-0.088784965,0.85504285,0.930593982,rihC,mrna,Exp,batchNumberPLUScarbonSource,lactateVSglucose
29.21110972,0.318163061,0.491003018,0.681682219,dapB,mrna,Exp,batchNumberPLUScarbonSource,lactateVSglucose
86.92173361,1.622285947,0.018000208,0.075891064,carA,mrna,Exp,batchNumberPLUScarbonSource,lactateVSglucose
392.7302338,1.405420683,0.035396719,0.120743629,carB,mrna,Exp,batchNumberPLUScarbonSource,lactateVSglucose
2.929582258,0.00297026,0.995882689,0.997964794,caiF,mrna,Exp,batchNumberPLUScarbonSource,lactateVSglucose
0.98252537,-0.145624098,0.814820412,0.90636644,caiE,mrna,Exp,batchNumberPLUScarbonSource,lactateVSglucose
0.409772729,0.729468603,0.338274885,,caiD,mrna,Exp,batchNumberPLUScarbonSource,lactateVSglucose
0.792832274,-0.304312814,0.649976907,0.801030043,caiC,mrna,Exp,batchNumberPLUScarbonSource,lactateVSglucose
8.587907886,0.788428613,0.040597846,0.130819308,caiA,mrna,Exp,batchNumberPLUScarbonSource,lactateVSglucose
4.653141663,1.226234123,0.099781952,0.238801766,caiT,mrna,Exp,batchNumberPLUScarbonSource,lactateVSglucose
1.116656355,-0.846632991,0.245517568,0.433505342,fixA,mrna,Exp,batchNumberPLUScarbonSource,lactateVSglucose
0.424651412,0.310576699,0.681669105,,fixB,mrna,Exp,batchNumberPLUScarbonSource,lactateVSglucose
0.278282508,0.058863963,0.942617863,,fixC,mrna,Exp,batchNumberPLUScarbonSource,lactateVSglucose
0.218599678,-0.402883201,0.638496174,,fixX,mrna,Exp,batchNumberPLUScarbonSource,lactateVSglucose
0.561029587,0.096741209,0.885000994,,yaaU,mrna,Exp,batchNumberPLUScarbonSource,lactateVSglucose
1.996936324,-0.348999266,0.539910448,0.722751041,yabF,mrna,Exp,batchNumberPLUScarbonSource,lactateVSglucose
8.256184652,0.648607143,0.027962188,0.103185621,kefC,mrna,Exp,batchNumberPLUScarbonSource,lactateVSglucose
15.53935561,0.485263559,0.290945235,0.488382024,folA,mrna,Exp,batchNumberPLUScarbonSource,lactateVSglucose
11.99614115,1.261671133,0.011071346,0.05596147,apaH,mrna,Exp,batchNumberPLUScarbonSource,lactateVSglucose
5.965660229,1.509058315,2.63e-05,0.000869261,apaG,mrna,Exp,batchNumberPLUScarbonSource,lactateVSglucose
28.47689293,1.304275279,0.002136957,0.019674175,ksgA,mrna,Exp,batchNumberPLUScarbonSource,lactateVSglucose
49.43939407,1.170665318,0.006239136,0.038822488,pdxA,mrna,Exp,batchNumberPLUScarbonSource,lactateVSglucose
214.1239858,1.237360892,0.003547811,0.027834888,surA,mrna,Exp,batchNumberPLUScarbonSource,lactateVSglucose
213.9680815,0.542470868,0.197709052,0.37591985,imp,mrna,Exp,batchNumberPLUScarbonSource,lactateVSglucose
15.34499984,0.284616146,0.298053084,0.495928351,djlA,mrna,Exp,batchNumberPLUScarbonSource,lactateVSglucose
8.197541813,1.001140059,0.006602128,0.040660546,rluA,mrna,Exp,batchNumberPLUScarbonSource,lactateVSglucose
28.02960198,1.249901698,0.022856735,0.089958333,hepA,mrna,Exp,batchNumberPLUScarbonSource,lactateVSglucose
13.08629304,0.522001004,0.058896029,0.171169595,polB,mrna,Exp,batchNumberPLUScarbonSource,lactateVSglucose
0.510416897,0.332246229,0.674798908,,araD,mrna,Exp,batchNumberPLUScarbonSource,lactateVSglucose
6.182261513,-0.154387776,0.820402548,0.91046519,araA,mrna,Exp,batchNumberPLUScarbonSource,lactateVSglucose
3.372012645,-0.295088115,0.674548709,0.819531051,araB,mrna,Exp,batchNumberPLUScarbonSource,lactateVSglucose
12.69165178,-1.049126371,0.042142621,0.133884436,araC,mrna,Exp,batchNumberPLUScarbonSource,lactateVSglucose
39.20120877,-0.131039785,0.75654764,0.874561318,yabI,mrna,Exp,batchNumberPLUScarbonSource,lactateVSglucose
1.36985012,0.460812961,0.423765184,0.623395492,yabJ,mrna,Exp,batchNumberPLUScarbonSource,lactateVSglucose
0.778986401,0.546552388,0.401559159,0.604216019,thiP,mrna,Exp,batchNumberPLUScarbonSource,lactateVSglucose
1.590306333,-0.489953441,0.475177395,0.668601292,tbpA,mrna,Exp,batchNumberPLUScarbonSource,lactateVSglucose
12.76132171,-0.337938117,0.303233143,0.501084439,yabN,mrna,Exp,batchNumberPLUScarbonSource,lactateVSglucose
20.63023359,0.350785798,0.244700971,0.433117118,setA,mrna,Exp,batchNumberPLUScarbonSource,lactateVSglucose
292.3179977,-0.30353336,0.559286083,0.734520914,leuD,mrna,Exp,batchNumberPLUScarbonSource,lactateVSglucose
189.8663104,0.555262012,0.313169979,0.511879735,leuC,mrna,Exp,batchNumberPLUScarbonSource,lactateVSglucose
146.395257,0.873639064,0.132145024,0.2859181,leuB,mrna,Exp,batchNumberPLUScarbonSource,lactateVSglucose
89.32526303,0.442173709,0.397635937,0.602210699,leuA,mrna,Exp,batchNumberPLUScarbonSource,lactateVSglucose
241.9826006,0.300856968,0.497856474,0.687888214,leuL,mrna,Exp,batchNumberPLUScarbonSource,lactateVSglucose
1.639982359,-0.299628597,0.584012098,0.753314385,leuO,mrna,Exp,batchNumberPLUScarbonSource,lactateVSglucose
85.87997109,0.265002715,0.502246502,0.690517191,ilvI,mrna,Exp,batchNumberPLUScarbonSource,lactateVSglucose
107.0664441,0.428065565,0.47163774,0.664898673,ilvH,mrna,Exp,batchNumberPLUScarbonSource,lactateVSglucose
120.3783094,-0.009236504,0.972820721,0.988393542,fruR,mrna,Exp,batchNumberPLUScarbonSource,lactateVSglucose
61.17267517,-1.085496265,0.001447947,0.015692619,yabB,mrna,Exp,batchNumberPLUScarbonSource,lactateVSglucose
84.68963403,-0.788262515,0.019172332,0.079899478,mraW,mrna,Exp,batchNumberPLUScarbonSource,lactateVSglucose
45.37154481,-0.157573484,0.60797358,0.770968605,ftsL,mrna,Exp,batchNumberPLUScarbonSource,lactateVSglucose
473.6357082,-0.678696831,0.108289018,0.251166494,ftsI,mrna,Exp,batchNumberPLUScarbonSource,lactateVSglucose
129.3144971,0.416583,0.308915337,0.507036547,murE,mrna,Exp,batchNumberPLUScarbonSource,lactateVSglucose
44.35275912,0.667242947,0.119607248,0.267175425,murF,mrna,Exp,batchNumberPLUScarbonSource,lactateVSglucose
71.90709324,0.739173611,0.055863144,0.164311399,mraY,mrna,Exp,batchNumberPLUScarbonSource,lactateVSglucose
90.59698365,0.574894816,0.14567301,0.305481634,murD,mrna,Exp,batchNumberPLUScarbonSource,lactateVSglucose
31.43229973,0.815502496,0.071059027,0.192531553,ftsW,mrna,Exp,batchNumberPLUScarbonSource,lactateVSglucose
51.1848643,0.259073793,0.507623009,0.693943727,murG,mrna,Exp,batchNumberPLUScarbonSource,lactateVSglucose
113.8086704,0.690459082,0.136957199,0.292126791,murC,mrna,Exp,batchNumberPLUScarbonSource,lactateVSglucose
120.7815328,0.300999208,0.444200653,0.640479487,ddl,mrna,Exp,batchNumberPLUScarbonSource,lactateVSglucose
51.1239832,0.358423685,0.314412518,0.512981364,ftsQ,mrna,Exp,batchNumberPLUScarbonSource,lactateVSglucose
256.2247434,-0.489245249,0.197138653,0.375447704,ftsA,mrna,Exp,batchNumberPLUScarbonSource,lactateVSglucose
459.2257675,-0.062910651,0.866988199,0.936192098,ftsZ,mrna,Exp,batchNumberPLUScarbonSource,lactateVSglucose
1531.375826,0.093403455,0.790867208,0.893684845,lpxC,mrna,Exp,batchNumberPLUScarbonSource,lactateVSglucose
24.28959682,0.38852969,0.293767444,0.491291337,yacA,mrna,Exp,batchNumberPLUScarbonSource,lactateVSglucose
961.0605448,0.496965816,0.344932897,0.546471828,secA,mrna,Exp,batchNumberPLUScarbonSource,lactateVSglucose
6.864076503,1.636906904,0.001167541,0.013287515,mutT,mrna,Exp,batchNumberPLUScarbonSource,lactateVSglucose
4.037214674,0.863800586,0.018459696,0.077376358,yacG,mrna,Exp,batchNumberPLUScarbonSource,lactateVSglucose
9.486420153,1.030496364,0.002318856,0.020612686,yacF,mrna,Exp,batchNumberPLUScarbonSource,lactateVSglucose
4.17733451,-0.258435522,0.49517586,0.686022909,coaE,mrna,Exp,batchNumberPLUScarbonSource,lactateVSglucose
38.02652529,0.025478168,0.948267146,0.980804283,guaC,mrna,Exp,batchNumberPLUScarbonSource,lactateVSglucose
1.216968647,0.826519196,0.097354674,0.2354913,hofC,mrna,Exp,batchNumberPLUScarbonSource,lactateVSglucose
3.59651393,0.155112302,0.700429011,0.836398914,hofB,mrna,Exp,batchNumberPLUScarbonSource,lactateVSglucose
0.155796471,0.165973132,0.847102233,,ppdD,mrna,Exp,batchNumberPLUScarbonSource,lactateVSglucose
35.04844001,0.431007189,0.148141806,0.308864112,nadC,mrna,Exp,batchNumberPLUScarbonSource,lactateVSglucose
20.95117199,-0.319625518,0.303172429,0.501084439,ampD,mrna,Exp,batchNumberPLUScarbonSource,lactateVSglucose
24.91949891,-0.806368147,0.016981968,0.073238462,ampE,mrna,Exp,batchNumberPLUScarbonSource,lactateVSglucose
212.5047993,1.782588933,5.65e-05,0.001478157,aroP,mrna,Exp,batchNumberPLUScarbonSource,lactateVSglucose
26.17062894,0.460529791,0.400392108,0.603850865,pdhR,mrna,Exp,batchNumberPLUScarbonSource,lactateVSglucose
2268.808858,0.556076198,0.283816422,0.479089555,aceE,mrna,Exp,batchNumberPLUScarbonSource,lactateVSglucose
796.1424867,1.033531319,0.039391876,0.129123778,aceF,mrna,Exp,batchNumberPLUScarbonSource,lactateVSglucose
1025.627562,0.073329709,0.843753381,0.925564119,lpdA,mrna,Exp,batchNumberPLUScarbonSource,lactateVSglucose
2.291823749,-0.429579743,0.444487717,0.640637448,yacH,mrna,Exp,batchNumberPLUScarbonSource,lactateVSglucose
1368.440087,0.643428509,0.14557925,0.305462508,acnB,mrna,Exp,batchNumberPLUScarbonSource,lactateVSglucose
46.45162882,-1.588985329,0.000679927,0.009114516,yacL,mrna,Exp,batchNumberPLUScarbonSource,lactateVSglucose
27.56921079,1.205630037,0.02353632,0.091730646,speD,mrna,Exp,batchNumberPLUScarbonSource,lactateVSglucose
36.00733939,0.719182992,0.099771954,0.238801766,speE,mrna,Exp,batchNumberPLUScarbonSource,lactateVSglucose
24.65163814,0.477703542,0.273766786,0.467691905,yacC,mrna,Exp,batchNumberPLUScarbonSource,lactateVSglucose
179.9452074,-0.420540995,0.544239191,0.725256766,cueO,mrna,Exp,batchNumberPLUScarbonSource,lactateVSglucose
188.1008987,-0.448169706,0.320380241,0.518964223,gcd,mrna,Exp,batchNumberPLUScarbonSource,lactateVSglucose
101.8807675,-0.00827281,0.985461272,0.992017323,hpt,mrna,Exp,batchNumberPLUScarbonSource,lactateVSglucose
84.73446377,-0.019515253,0.966516888,0.98730808,yadF,mrna,Exp,batchNumberPLUScarbonSource,lactateVSglucose
23.23860621,-0.730367032,0.042073931,0.13378398,yadG,mrna,Exp,batchNumberPLUScarbonSource,lactateVSglucose
46.22286768,-0.696925977,0.013933641,0.064469887,yadH,mrna,Exp,batchNumberPLUScarbonSource,lactateVSglucose
20.40409021,-2.033152282,3.14e-07,3.8e-05,yadI,mrna,Exp,batchNumberPLUScarbonSource,lactateVSglucose
8.540352825,0.52770341,0.115166059,0.261405225,yadE,mrna,Exp,batchNumberPLUScarbonSource,lactateVSglucose
60.78673147,0.2105353,0.605534065,0.770523704,panD,mrna,Exp,batchNumberPLUScarbonSource,lactateVSglucose
5.669462972,-0.599094334,0.200343765,0.378952122,yadD,mrna,Exp,batchNumberPLUScarbonSource,lactateVSglucose
45.99119538,-0.122814912,0.72668725,0.853437776,panC,mrna,Exp,batchNumberPLUScarbonSource,lactateVSglucose
22.37956733,-0.027026309,0.924073394,0.970317393,panB,mrna,Exp,batchNumberPLUScarbonSource,lactateVSglucose
9.809266799,-0.033430016,0.94069291,0.978092974,yadC,mrna,Exp,batchNumberPLUScarbonSource,lactateVSglucose
0.424836857,-0.020843632,0.978953425,,yadK,mrna,Exp,batchNumberPLUScarbonSource,lactateVSglucose
0.398716444,0.582473895,0.439120433,,yadL,mrna,Exp,batchNumberPLUScarbonSource,lactateVSglucose
0.427833336,-0.486708253,0.548656656,,yadM,mrna,Exp,batchNumberPLUScarbonSource,lactateVSglucose
0.480733671,-0.1547026,0.843095519,,htrE,mrna,Exp,batchNumberPLUScarbonSource,lactateVSglucose
0.092272199,-0.10186444,0.888861069,,ecpD,mrna,Exp,batchNumberPLUScarbonSource,lactateVSglucose
0.299717252,-0.148988537,0.85390352,,yadN,mrna,Exp,batchNumberPLUScarbonSource,lactateVSglucose
1.173930153,1.304470209,0.05311206,0.157766789,folK,mrna,Exp,batchNumberPLUScarbonSource,lactateVSglucose
36.3856135,1.446532776,0.009321784,0.050666144,pcnB,mrna,Exp,batchNumberPLUScarbonSource,lactateVSglucose
3.320180602,1.053248508,0.052928059,0.157475157,yadB,mrna,Exp,batchNumberPLUScarbonSource,lactateVSglucose
297.412708,-0.251837866,0.522114438,0.707323951,dksA,mrna,Exp,batchNumberPLUScarbonSource,lactateVSglucose
131.2113934,-2.261683345,0.000131718,0.002846528,sfsA,mrna,Exp,batchNumberPLUScarbonSource,lactateVSglucose
2.414011222,-0.149816149,0.753819408,0.871966104,ligT,mrna,Exp,batchNumberPLUScarbonSource,lactateVSglucose
17.52291116,0.796922322,0.019578601,0.08103116,hrpB,mrna,Exp,batchNumberPLUScarbonSource,lactateVSglucose
74.18028856,1.029919997,0.01008509,0.052979753,mrcB,mrna,Exp,batchNumberPLUScarbonSource,lactateVSglucose
149.473266,0.802958947,0.134410537,0.287885833,fhuA,mrna,Exp,batchNumberPLUScarbonSource,lactateVSglucose
6.005041057,0.602264585,0.367980438,0.570302471,fhuC,mrna,Exp,batchNumberPLUScarbonSource,lactateVSglucose
25.83153826,0.676030983,0.29618566,0.493733971,fhuD,mrna,Exp,batchNumberPLUScarbonSource,lactateVSglucose
28.80951892,0.316123526,0.652913412,0.801689329,fhuB,mrna,Exp,batchNumberPLUScarbonSource,lactateVSglucose
150.6693131,0.245481261,0.408952941,0.610538859,hemL,mrna,Exp,batchNumberPLUScarbonSource,lactateVSglucose
18.30931607,-0.20916282,0.413966434,0.614058718,yadQ,mrna,Exp,batchNumberPLUScarbonSource,lactateVSglucose
159.1691114,-0.265543064,0.460301714,0.654027121,yadR,mrna,Exp,batchNumberPLUScarbonSource,lactateVSglucose
3.84004808,1.165054605,0.003278441,0.026611002,yadS,mrna,Exp,batchNumberPLUScarbonSource,lactateVSglucose
5.090933207,1.527384374,0.006486467,0.04001651,yadT,mrna,Exp,batchNumberPLUScarbonSource,lactateVSglucose
128.0780482,-0.417847779,0.196318263,0.374929311,pfs,mrna,Exp,batchNumberPLUScarbonSource,lactateVSglucose
22.22259535,-0.478571366,0.16612653,0.334197685,dgt,mrna,Exp,batchNumberPLUScarbonSource,lactateVSglucose
163.0340743,0.0447174,0.93039991,0.973376202,degP,mrna,Exp,batchNumberPLUScarbonSource,lactateVSglucose
33.52670337,-0.988966651,0.028450978,0.10445532,cdaR,mrna,Exp,batchNumberPLUScarbonSource,lactateVSglucose
184.8492429,-1.726404808,0.00029935,0.005072083,yaeH,mrna,Exp,batchNumberPLUScarbonSource,lactateVSglucose
4.340623497,0.515020045,0.178777873,0.35142121,yaeI,mrna,Exp,batchNumberPLUScarbonSource,lactateVSglucose
168.305933,0.421374101,0.191097211,0.367236333,dapD,mrna,Exp,batchNumberPLUScarbonSource,lactateVSglucose
30.04216448,0.229364844,0.50681194,0.693800316,glnD,mrna,Exp,batchNumberPLUScarbonSource,lactateVSglucose
101.7677591,-0.013639049,0.961733689,0.986091246,map,mrna,Exp,batchNumberPLUScarbonSource,lactateVSglucose
1244.200517,0.96425349,0.126555379,0.277315338,rpsB,mrna,Exp,batchNumberPLUScarbonSource,lactateVSglucose
584.4348154,1.214368301,0.054732258,0.161383948,tsf,mrna,Exp,batchNumberPLUScarbonSource,lactateVSglucose
30.74725283,1.282923717,0.000445519,0.006799989,pyrH,mrna,Exp,batchNumberPLUScarbonSource,lactateVSglucose
664.6235504,-0.090337327,0.77786,0.887932212,frr,mrna,Exp,batchNumberPLUScarbonSource,lactateVSglucose
18.15134432,0.241129843,0.418005333,0.618271002,ispC,mrna,Exp,batchNumberPLUScarbonSource,lactateVSglucose
53.43313053,1.168401385,0.01252832,0.06064507,uppS,mrna,Exp,batchNumberPLUScarbonSource,lactateVSglucose
26.00355367,0.740691826,0.032365722,0.113330236,cdsA,mrna,Exp,batchNumberPLUScarbonSource,lactateVSglucose
94.72106074,1.056792766,0.012735177,0.061037522,yaeL,mrna,Exp,batchNumberPLUScarbonSource,lactateVSglucose
585.0133232,1.276085448,0.007628745,0.044820212,yaeT,mrna,Exp,batchNumberPLUScarbonSource,lactateVSglucose
1208.595771,0.712748684,0.126067487,0.276918783,hlpA,mrna,Exp,batchNumberPLUScarbonSource,lactateVSglucose
332.5509034,1.029630434,0.021372149,0.085893192,lpxD,mrna,Exp,batchNumberPLUScarbonSource,lactateVSglucose
168.6582835,0.471083235,0.250838375,0.43881517,fabZ,mrna,Exp,batchNumberPLUScarbonSource,lactateVSglucose
78.84678353,1.315749394,0.000527451,0.007583951,lpxA,mrna,Exp,batchNumberPLUScarbonSource,lactateVSglucose
30.96236285,1.015503206,0.042653993,0.134995643,lpxB,mrna,Exp,batchNumberPLUScarbonSource,lactateVSglucose
28.05880714,1.218343518,0.076833969,0.202256597,rnhB,mrna,Exp,batchNumberPLUScarbonSource,lactateVSglucose
141.5523254,1.071789333,0.032973723,0.114866957,dnaE,mrna,Exp,batchNumberPLUScarbonSource,lactateVSglucose
146.6525082,0.771810326,0.069810002,0.190290256,accA,mrna,Exp,batchNumberPLUScarbonSource,lactateVSglucose
16.96529846,-0.391613812,0.434997566,0.633282056,ldcC,mrna,Exp,batchNumberPLUScarbonSource,lactateVSglucose
14.85519579,-0.903654474,0.008898463,0.049014768,yaeR,mrna,Exp,batchNumberPLUScarbonSource,lactateVSglucose
12.55271688,0.875768312,0.039923506,0.129688507,tilS,mrna,Exp,batchNumberPLUScarbonSource,lactateVSglucose
34.49802528,-1.495098656,0.001532148,0.016215609,rof,mrna,Exp,batchNumberPLUScarbonSource,lactateVSglucose
66.6556375,-1.488714227,0.000877076,0.010915058,yaeP,mrna,Exp,batchNumberPLUScarbonSource,lactateVSglucose
15.83609699,0.152694777,0.636764022,0.791895711,yaeQ,mrna,Exp,batchNumberPLUScarbonSource,lactateVSglucose
2.438645807,1.056218933,0.007612712,0.044820212,yaeJ,mrna,Exp,batchNumberPLUScarbonSource,lactateVSglucose
14.11884168,0.528322038,0.012917407,0.061583779,cutF,mrna,Exp,batchNumberPLUScarbonSource,lactateVSglucose
1.231339493,0.883566677,0.113306966,0.257996744,yaeF,mrna,Exp,batchNumberPLUScarbonSource,lactateVSglucose
116.7341276,1.136257314,0.002880253,0.024174029,proS,mrna,Exp,batchNumberPLUScarbonSource,lactateVSglucose
8.525072559,1.401581492,0.003530915,0.027834888,yaeB,mrna,Exp,batchNumberPLUScarbonSource,lactateVSglucose
21.88837259,0.557628719,0.126960175,0.277864932,rcsF,mrna,Exp,batchNumberPLUScarbonSource,lactateVSglucose
334.608527,1.186058711,0.001329076,0.01471361,metQ,mrna,Exp,batchNumberPLUScarbonSource,lactateVSglucose
22.59914865,1.092130081,0.000477291,0.007004596,metI,mrna,Exp,batchNumberPLUScarbonSource,lactateVSglucose
11.87519072,0.236103703,0.673526514,0.819531051,metN,mrna,Exp,batchNumberPLUScarbonSource,lactateVSglucose
19.48609939,0.273724346,0.415891697,0.615649358,gmhB,mrna,Exp,batchNumberPLUScarbonSource,lactateVSglucose
6.641846044,-0.446015365,0.227915916,0.413120217,dkgB,mrna,Exp,batchNumberPLUScarbonSource,lactateVSglucose
15.37675237,-0.872232479,0.015939321,0.07041005,yafC,mrna,Exp,batchNumberPLUScarbonSource,lactateVSglucose
54.41030089,-0.51729879,0.058317884,0.170144901,yafD,mrna,Exp,batchNumberPLUScarbonSource,lactateVSglucose
13.53837997,-0.66713675,0.091443371,0.226179521,yafE,mrna,Exp,batchNumberPLUScarbonSource,lactateVSglucose
51.17880938,1.016345779,0.055227678,0.162707501,mltD,mrna,Exp,batchNumberPLUScarbonSource,lactateVSglucose
10.32121021,0.574051275,0.058985509,0.17126203,gloB,mrna,Exp,batchNumberPLUScarbonSource,lactateVSglucose
24.29717276,-0.298277629,0.380351161,0.583873816,yafS,mrna,Exp,batchNumberPLUScarbonSource,lactateVSglucose
11.94236719,0.172875087,0.625448292,0.783492844,rnhA,mrna,Exp,batchNumberPLUScarbonSource,lactateVSglucose
12.38315576,0.332454581,0.363868384,0.56609593,dnaQ,mrna,Exp,batchNumberPLUScarbonSource,lactateVSglucose
0.370007033,-0.540590371,0.503534263,,yafT,mrna,Exp,batchNumberPLUScarbonSource,lactateVSglucose
0.844362851,0.302683269,0.612358535,0.773617612,insA-2,mrna,Exp,batchNumberPLUScarbonSource,lactateVSglucose
3.359796256,-0.060462077,0.904861894,0.957667618,insB-2,mrna,Exp,batchNumberPLUScarbonSource,lactateVSglucose
0.296895639,-0.051186242,0.951649896,,ECB_00212,mrna,Exp,batchNumberPLUScarbonSource,lactateVSglucose
0.725165937,-0.808659275,0.255596815,0.444553689,yhhI,mrna,Exp,batchNumberPLUScarbonSource,lactateVSglucose
28.15474626,-0.463457726,0.089649267,0.223600289,yafV,mrna,Exp,batchNumberPLUScarbonSource,lactateVSglucose
15.52882125,-2.023617171,1.15e-06,0.000101812,ykfE,mrna,Exp,batchNumberPLUScarbonSource,lactateVSglucose
2454.147369,-2.535361202,0.000162093,0.003232006,fadE,mrna,Exp,batchNumberPLUScarbonSource,lactateVSglucose
69.38639371,-0.547275531,0.092870132,0.228316286,lpcA,mrna,Exp,batchNumberPLUScarbonSource,lactateVSglucose
16.8857705,-0.02852788,0.919908602,0.96706966,yafJ,mrna,Exp,batchNumberPLUScarbonSource,lactateVSglucose
9.989571407,0.350595928,0.547019741,0.726780479,yafK,mrna,Exp,batchNumberPLUScarbonSource,lactateVSglucose
17.77398025,0.070514724,0.8915225,0.948805078,yafQ,mrna,Exp,batchNumberPLUScarbonSource,lactateVSglucose
26.81315573,-0.310914444,0.535837307,0.719165802,dinJ,mrna,Exp,batchNumberPLUScarbonSource,lactateVSglucose
0.484524569,0.009054277,0.989977633,,yafL,mrna,Exp,batchNumberPLUScarbonSource,lactateVSglucose
0.797751814,-1.32169594,0.07885357,0.204735635,yafM,mrna,Exp,batchNumberPLUScarbonSource,lactateVSglucose
11.39421764,0.455902981,0.210383779,0.392796202,dinB,mrna,Exp,batchNumberPLUScarbonSource,lactateVSglucose
2.399696227,0.466475655,0.326452726,0.525703256,yafN,mrna,Exp,batchNumberPLUScarbonSource,lactateVSglucose
0.425269484,1.599185299,0.029182778,,yafO,mrna,Exp,batchNumberPLUScarbonSource,lactateVSglucose
0.170716103,-0.032090083,0.970448903,,yafP,mrna,Exp,batchNumberPLUScarbonSource,lactateVSglucose
0.270343741,-0.286192895,0.738073165,,ykfJ,mrna,Exp,batchNumberPLUScarbonSource,lactateVSglucose
0.456428794,0.06686317,0.93017476,,prfH,mrna,Exp,batchNumberPLUScarbonSource,lactateVSglucose
188.6043119,0.035141482,0.935129108,0.97504991,pepD,mrna,Exp,batchNumberPLUScarbonSource,lactateVSglucose
5.268800613,0.317088847,0.606104342,0.770523704,gpt,mrna,Exp,batchNumberPLUScarbonSource,lactateVSglucose
45.6872671,0.12074256,0.689130201,0.829576683,yafA,mrna,Exp,batchNumberPLUScarbonSource,lactateVSglucose
314.1643109,-1.121599473,0.000870177,0.010866679,crl,mrna,Exp,batchNumberPLUScarbonSource,lactateVSglucose
1.203023899,0.337949892,0.54439473,0.725256766,insA-3,mrna,Exp,batchNumberPLUScarbonSource,lactateVSglucose
4.620364852,-0.329213753,0.474177482,0.667957273,insB-3,mrna,Exp,batchNumberPLUScarbonSource,lactateVSglucose
