gene,Acetate,Glucose,log2FC,avg_exp,color
lexA,479.36753527811686,559.834311977644,-0.2234359639262884,519.6009236278804,gray
pspA,803.1456182357068,933.9441562382503,-0.21742342145439686,868.5448872369786,gray
fmt,631.0748465143639,715.2262582570153,-0.18032000783669666,673.1505523856896,gray
rplD,8447.615724801191,21083.67839267807,-1.3194081306770915,14765.64705873963,gray
rplN,3744.4343152446304,7097.951842204472,-0.9224730056627504,5421.193078724551,gray
rplQ,6184.852808477858,18397.46214784053,-1.572540772130294,12291.157478159195,gray
rplX,18420.712256992807,49826.17401963195,-1.4355255900182602,34123.44313831238,gray
rpsJ,16171.852179010415,39791.98649143355,-1.2989400492351102,27981.91933522198,gray
rpsM,12255.092922846585,23449.534940487858,-0.9361216924731366,17852.31393166722,gray
rimO,111.80921141836224,325.6148801668078,-1.5337056442020591,218.712045792585,gray
fadA,833.9729039132578,424.607504307208,0.9722057921434608,629.2902041102329,gray
hdhA,363.1106462776712,197.02334391119513,0.8787064126237372,280.0669950944332,gray
fadI,131.2228132453436,22.511573875827274,2.4915280936777426,76.86719356058543,gray
fadJ,96.67726864433025,24.18575556392336,1.9554148467205632,60.43151210412681,gray
hemC,135.27694606618266,224.0331433613715,-0.7235959778365562,179.65504471377707,gray
hemY,125.04302130521586,143.73354962353892,-0.19948313930012773,134.3882854643774,gray
nadA,221.00270936466492,367.89754737829907,-0.7326429136653392,294.450128371482,gray
folD,1226.553916541562,1860.7995104163283,-0.6009113314382937,1543.6767134789452,gray
entC,72.77128063146137,192.84242801060003,-1.3937531953406586,132.8068543210307,gray
ubiG,974.6771237579891,1334.7613853309015,-0.453186606396212,1154.7192545444452,gray
ghrA,727.1378194338525,1020.4725450671842,-0.4883669783650326,873.8051822505183,gray
rpiA,2367.1156874339167,2758.264447030898,-0.22054416937660548,2562.6900672324073,gray
ybhC,796.8025535226096,1377.1486598299448,-0.7886278726625395,1086.9756066762773,gray
lsrF,265.77107598650576,87.67328385601739,1.5890308450012602,176.72217992126158,gray
suhB,729.5121693618754,1438.6620662846474,-0.9787499940337714,1084.0871178232615,gray
purM,1192.5004215413057,2544.3730936882703,-1.092678062039548,1868.436757614788,gray
pyrF,585.7437168039306,1506.6783958861058,-1.3615263262444994,1046.2110563450183,gray
nrdA,4.689732765,28.1024536,-2.3547079916703546,16.3960931825,gray
aroC,517.7104701080472,797.8632216765672,-0.6230190209175372,657.7868458923072,gray
dadA,163.30984062470597,50.66208600632827,1.6692410840980845,106.98596331551713,gray
dsdA,28.47971107797001,66.7473928345356,-1.2004430423255652,47.613551956252806,gray
leuD,6651.420604605192,5118.679810102063,0.37782580159971246,5885.050207353628,gray
potF,2599.8700449800913,3028.868964819594,-0.2202610862437986,2814.3695048998425,gray
thrB,380.35308200116134,594.0873920292678,-0.6419741927906397,487.2202370152146,gray
aroK,887.4995180843193,2111.600586766996,-1.2495771348786047,1499.5500524256577,gray
ilvN,1846.4961982523466,1075.0158971478127,0.7798720030722865,1460.7560477000798,gray
ltaE,449.2267352432978,315.5244345240551,0.5083348543538762,382.3755848836764,gray
ygiS,113.4588558,47.37183576,1.2425898943501394,80.41534578,gray
oppD,83.6635175629866,143.96114952596662,-0.7758539654751209,113.81233354447662,gray
artJ,3129.83351199692,9359.42700600427,-1.580027552012977,6244.630259000595,gray
ppa,5607.982036641854,8349.502525593824,-0.5741240576217201,6978.7422811178385,gray
cydA,427.8991530797285,344.41978382294207,0.312287751982641,386.1594684513353,gray
cyoB,848.398031931862,956.5363027676216,-0.17288641856729825,902.4671673497418,gray
fadH,183.93402808454425,42.749237674978694,2.0796809233023854,113.34163287976148,gray
yggX,1613.3089463856638,3445.8709793577054,-1.0943705898945701,2529.5899628716847,gray
csiD,251.2349767848702,55.82148810395295,2.1502598243747277,153.52823244441157,gray
ybeL,462.8888906475379,540.4973409666184,-0.22317495696737844,501.69311580707813,gray
mdoB,54.44232696638918,77.2292225624325,-0.4967198176093497,65.83577476441084,gray
yhiI,215.92162040271222,178.65059046312822,0.2719801753279567,197.28610543292024,gray
cusS,263.0317594783003,217.2763773202007,0.2745554719150878,240.1540683992505,gray
rcsB,1534.8424298455413,2768.759598545756,-0.8507305529262776,2151.801014195649,gray
ybiS,1610.4498294613545,3469.3408936135766,-1.1067181140072808,2539.8953615374658,gray
yceI,1409.3246868861804,2094.354165753034,-0.571166774945981,1751.8394263196074,gray
yihI,734.5189863220754,1174.6412919551528,-0.6766134485672204,954.5801391386142,gray
ydiU,30.02976121,69.82228386,-1.190550773534473,49.926022535,gray
yibQ,66.12969662,125.6711207,-0.9160646194833975,95.90040866000001,gray
osmY,6008.8957636499545,10489.448281077817,-0.8036644549317966,8249.172022363886,gray
yccU,1505.9302315226066,1847.4397955787229,-0.2946954311456711,1676.6850135506647,gray
yhbO,335.71887331313917,287.8279496661552,0.2213342299248353,311.7734114896472,gray
yidA,164.95291958005214,510.52937884206705,-1.6240430904332115,337.74114921105956,gray
yieF,2670.4872821179624,1687.138957612568,0.66220948602896,2178.8131198652654,gray
yafV,114.0196617,218.7554388,-0.9340183720078894,166.38755025,gray
ycbX,122.99530350094358,211.8134338562174,-0.779303746380064,167.40436867858048,gray
yrdA,285.04590609178905,839.8867511812732,-1.5556648179272603,562.4663286365311,gray
cueO,649.3820054076407,1033.889510143069,-0.6701174997960493,841.6357577753548,gray
elbB,1810.5405318573503,1274.1902449637735,0.5065045873115928,1542.365388410562,gray
entB,99.1485678993677,242.5787888317025,-1.2822467157877346,170.8636783655351,gray
mlaD,525.8625462467573,1097.6866823675712,-1.06028149507301,811.7746143071643,gray
fur,3804.521817229557,6492.06864960275,-0.77080617151924,5148.295233416154,gray
can,2123.995729564871,3641.9995585420606,-0.7776668782715941,2882.9976440534656,gray
modF,121.13635876758623,232.62782264262324,-0.935719354325963,176.88209070510473,gray
sbp,1105.5083023207333,1356.8511658686318,-0.29531107840919546,1231.1797340946825,gray
znuA,95.37901321824717,433.63660380032206,-2.173018743960551,264.5078085092846,gray
hscB,369.74994192058307,845.3737767696662,-1.1908484623939035,607.5618593451246,gray
yqjG,131.4914689121685,107.1397188177041,0.29300295766844275,119.31559386493629,gray
msrB,1547.0036884288554,1300.6636707403177,0.2500521818724266,1423.8336795845867,gray
ydcP,1.404675133,27.22838017,-3.553232438010773,14.316527651500001,green
mrcA,24.300114086235606,30.835179757670346,-0.3314780199335665,27.567646921952978,gray
ompX,6151.689752526864,22442.546831721964,-1.867011536040728,14297.118292124414,gray
slyB,9998.395515982955,14115.521114058929,-0.49747180482012077,12056.958315020942,gray
mdtA,113.99766789517486,126.41271992634246,-0.14790470837962122,120.20519391075865,gray
mscS,1639.7718583739884,2853.761563712036,-0.7989956005712582,2246.766711043012,gray
greA,1634.7483277056733,2448.9681088359575,-0.5828121740576897,2041.8582182708155,gray
rpoS,114.33853121097493,219.4098044894768,-0.9343138452475923,166.8741678502259,gray
pcnB,13.306422340389991,43.327316676831764,-1.6315330954921303,28.31686950861088,gray
rplJ,14819.022319909765,34448.1455905131,-1.2169205811392327,24633.583955211434,gray
rplM,13479.956464026398,31491.78038602317,-1.2240982752191591,22485.868425024782,gray
rplS,2859.992524221686,5503.056009235051,-0.9439794230678125,4181.524266728368,gray
rsuA,818.413950924726,1509.8312194532002,-0.8826781399711479,1164.122585188963,gray
glyQ,912.961051112147,1659.888964446602,-0.861751037341957,1286.4250077793745,gray
osmE,6882.489881429053,4610.025284123321,0.5780526100905004,5746.257582776187,gray
ucpA,387.413842615443,121.7772419178886,1.6615514511893812,254.5955422666658,gray
bioB,93.27622446067573,366.0476423847845,-1.9610014471290125,229.66193342273013,gray
lipA,455.42876698459156,437.3435393937311,0.058327737423878645,446.3861531891613,gray
ribC,623.5038801530834,746.2752709453941,-0.2589292454176384,684.8895755492388,gray
fre,629.2644609643997,642.9782871689014,-0.03105473116240276,636.1213740666506,gray
glgP,164.02578247735244,134.65991797155283,0.28269691311175027,149.34285022445263,gray
nagA,380.22490696927866,281.9663044998684,0.4300121116360174,331.0956057345735,gray
nagD,704.6943719256502,1267.609865929889,-0.8461330577846269,986.1521189277696,gray
xylB,38.44903557772878,48.03718819194757,-0.31388622612896544,43.24311188483817,gray
yeaD,1490.6642880396344,2161.7512433648876,-0.5359448569507332,1826.207765702261,gray
glgX,110.75979128074016,110.8905941719586,-0.001687533009424591,110.82519272634937,gray
malK,93.92820679292899,87.2720151287314,0.10488069785720544,90.6001109608302,gray
rbsA,36.89831475403918,18.155494398356332,0.9843754348518914,27.526904576197754,gray
xylF,189.61149311714362,94.0214500873369,1.0043099821934822,141.81647160224026,gray
cdd,245.36835236598455,256.60250445808794,-0.06432967538724554,250.98542841203624,gray
hpt,532.0876593346057,1284.557734406195,-1.2699497130238449,908.3226968704005,gray
udk,136.67769475829635,192.43389273887445,-0.4905457538513591,164.55579374858542,gray
nrdB,376.56482164510527,449.2779241853714,-0.2540913956622006,412.9213729152383,gray
pyrI,12205.035507336617,19075.61482085252,-0.6442104929330981,15640.325164094567,gray
argI,336.0581052052974,804.6820131601906,-1.2572132297291727,570.3700591827441,gray
metA,492.22828228710733,2687.2030072276943,-2.4463146583655924,1589.715644757401,gray
speD,450.81650098137015,1780.208803765466,-1.9790477814644074,1115.512652373418,gray
ygiC,219.39458926407352,385.68818937690105,-0.8110818949762253,302.54138932048727,gray
gatD,1085.2481010045801,128.3188826086441,3.0703488028927417,606.7834918066121,red
ilvH,901.812791282253,1532.8297983394102,-0.7646396385851162,1217.3212948108317,gray
livG,169.3702369276571,202.72279682877362,-0.2579341047658854,186.04651687821536,gray
oppF,21.179937114353287,57.066876842693524,-1.3884601649152222,39.123406978523406,gray
ycdX,152.58803997852826,239.18149526299217,-0.6450591265283645,195.88476762076021,gray
ftsN,123.7250163102501,172.35707086988782,-0.47499582422661213,148.04104359006897,gray
mrp,704.4278345540052,1316.6513577420658,-0.9013982853927889,1010.5395961480356,gray
mnmG,50.006351828085414,83.63685933032906,-0.7306091762270084,66.82160557920724,gray
iscU,6814.8238318579415,9431.249271211022,-0.46871379890894005,8123.036551534482,gray
lldD,303.64373067906655,147.73921702525547,1.0343379683465717,225.691473852161,gray
nuoB,266.9142526817952,305.2317942399608,-0.19285274444736977,286.07302346087795,gray
atpC,7138.004010580554,10112.339802744285,-0.5024647901722297,8625.17190666242,gray
frdA,105.31980865341306,36.55224005847713,1.5014395385063892,70.9360243559451,gray
ydbK,47.153555863659456,65.45863579077896,-0.46481434210590233,56.30609582721921,gray
wbbI,379.23046646053814,789.4420516519779,-1.0557855661525153,584.336259056258,gray
yaeH,1943.5279137154703,1707.5699844197889,0.18663060187811098,1825.5489490676296,gray
gluQ,26.55736046,47.56263205,-0.8174089081550804,37.059996255,gray
ampD,117.1672443,167.2366085,-0.5096614929869903,142.2019264,gray
yfeW,6.951963252,14.37256069,-0.9509745075324227,10.662261971,gray
tatB,441.09445007858704,647.531381663554,-0.5528217632222621,544.3129158710706,gray
spy,804.5384315953925,423.91775594252886,0.9227697899188687,614.2280937689607,gray
arcB,54.89699132155252,49.52482577732791,0.1457781896791026,52.21090854944022,gray
cstA,1951.6610440991933,360.58107669344815,2.43305045679797,1156.1210603963207,gray
ybgF,806.3828253890504,1384.649833251763,-0.7792379176114448,1095.5163293204068,gray
ycfD,634.6699499442697,820.580760387724,-0.37012450785862683,727.6253551659968,gray
yfgM,496.7459633833819,1013.1333025905751,-1.0267657784776336,754.9396329869785,gray
ppsR,310.13196340273,292.52685612823825,0.08403410612258533,301.3294097654841,gray
ydhF,528.9202284052257,296.02008002678815,0.8352147321327958,412.4701542160069,gray
actP,335.7659675012463,40.44796094921234,3.0223733170350453,188.10696422522932,red
ysgA,1440.3037354837088,681.5307273867162,1.0784084938068776,1060.9172314352124,gray
ftnA,860.3304338353751,3237.3249566439113,-1.9106090504517947,2048.827695239643,gray
cbpA,199.2131994285485,130.9228091735013,0.6018430646063679,165.0680043010249,gray
ppiB,1531.6997145670666,2305.0778438446255,-0.5893661404509967,1918.388779205846,gray
slyD,10755.734218175663,19681.218035987768,-0.8716526734238137,15218.476127081714,gray
ybbN,1524.553485407282,2691.9772250599285,-0.8198692675674373,2108.265355233605,gray
glnE,25.303652476593122,24.801349274253326,0.02781663044604521,25.052500875423224,gray
clpP,6198.592719032845,8820.947219750858,-0.5089236879915386,7509.769969391851,gray
osmC,11419.406889728867,7596.129077798477,0.5880878139515477,9507.767983763672,gray
tsaD,87.15853715669128,199.00161931486468,-1.1818394907285263,143.080078235778,gray
kdsB,290.2158242450376,545.6351700773985,-0.9084895330925296,417.925497161218,gray
nlpD,181.385355294183,344.3516088142688,-0.9210760520623555,262.86848205422586,gray
rfaG,17.72878715,49.27936649,-1.42470899650528,33.50407682,gray
rlmL,74.25176347780153,101.83965723616278,-0.45059941076697285,88.04571035698216,gray
ruvB,170.44106287316538,234.6785778108806,-0.45910793030342045,202.559820342023,gray
nudE,322.74255504442596,560.5998217201071,-0.7946954614589234,441.67118838226656,gray
nusB,845.2629312232852,1085.538649267743,-0.36056161463499237,965.4007902455141,gray
rnc,466.12549069404173,653.6612576851954,-0.48693842985442437,559.8933741896186,gray
cobB,489.5808687406886,594.0158108354125,-0.27843703041805057,541.7983397880505,gray
rpoN,179.93820542583185,297.91584703143997,-0.7242423157944353,238.9270262286359,gray
rpoZ,5259.169871604828,9114.570325518307,-0.7932235322886463,7186.870098561567,gray
yegW,40.72738326,64.69041548,-0.6546884388765006,52.70889937,gray
cra,258.3692814749285,148.26044288123086,0.7971757514637803,203.3148621780797,gray
efp,8031.423858462164,17940.32723496803,-1.1593793144297475,12985.875546715097,gray
rplI,13616.436759227568,34888.77253141639,-1.3573490245475721,24252.60464532198,gray
rplL,24297.344696289532,61706.452103002324,-1.3445866921949179,43001.89839964593,gray
rpmB,4189.743762184038,9795.059797896125,-1.224995268172874,6992.401780040082,gray
rpmD,3401.5461379903195,8297.793879680006,-1.2862869504044667,5849.670008835163,gray
rsmC,310.6645565616897,665.337345536911,-1.0962586565078212,488.0009510493004,gray
dusA,65.58216233466699,198.0182076009633,-1.5796927952253954,131.80018496781514,gray
yeiP,1538.6247191203709,3519.1003323860796,-1.1930378108280308,2528.8625257532253,gray
yfiF,690.0034558967008,1125.739673287119,-0.7053893965742244,907.8715645919099,gray
dxr,32.61787348,72.1932117,-1.1224813831827039,52.40554259,gray
entA,52.2125231219542,141.63198585035553,-1.4224598317731427,96.92225448615487,gray
coaA,145.07195737954635,274.71608054521374,-0.9165041730406429,209.89401896238004,gray
folC,172.76722637447335,364.44592322704614,-1.072501933347433,268.60657480075974,gray
hemB,327.95235220289277,440.1344522440407,-0.4233398092583549,384.0434022234667,gray
moeA,434.7133301641497,538.5928680785292,-0.3084920284076915,486.65309912133944,gray
pdxA,141.9828753428581,183.9969305044242,-0.37165896371788687,162.98990292364115,gray
ribA,192.332535953622,310.57705483526854,-0.6885045450421909,251.45479539444528,gray
ribE,5093.014606118902,7340.542838286514,-0.527280183587548,6216.778722202707,gray
epd,55.55903881981779,111.92184532856838,-0.9974951021975071,83.74044207419308,gray
fruK,23.786002039849496,56.44518134762252,-1.212660296145934,40.11559169373601,gray
malQ,29.268082576829404,64.56170222668487,-1.1150560264934626,46.914892401757136,gray
prpB,25.292250964874352,22.794249498181276,0.14402471032142206,24.043250231527814,gray
treC,4.858048086639697,3.849833046168771,0.2724849519629573,4.353940566404234,gray
yniA,364.57069834494376,194.2940067414591,0.9045027625138076,279.43235254320143,gray
idnK,5.644337167,14.76345129,-1.2463862468341826,10.203894228500001,gray
rbsK,122.6903916111431,65.53790747228088,0.8944850334976593,94.11414954171198,gray
add,118.00954598746196,253.22780586325248,-1.0950445324697142,185.61867592535722,gray
apt,973.235205895774,3061.346657743534,-1.6522955813668307,2017.290931819654,gray
ndk,17235.468450795073,11664.62221509774,0.5632009543791021,14450.045332946407,gray
pyrH,441.15535086099607,709.5644057257201,-0.6844120734019619,575.3598782933581,gray
hisA,689.9953749069468,2120.6159829899025,-1.6184155897527432,1405.3056789484247,gray
hisH,441.64595729627183,1575.2050191278836,-1.8322300498324111,1008.4254882120777,gray
proC,467.43865651557803,548.5822318953827,-0.23047522739195614,508.0104442054804,gray
sdaB,15.347129779261467,37.489683417631944,-1.2354344545573372,26.418406598446705,gray
speC,34.10646525518368,85.66469694391233,-1.3037076843832356,59.885581099548006,gray
usg,260.69191425371145,455.9571789710576,-0.8041896292763333,358.32454661238455,gray
ilvE,1254.634620362733,2609.040458642553,-1.0556554578339608,1931.8375395026428,gray
dcyD,637.8438319257843,986.7597852473318,-0.6286969319670597,812.3018085865581,gray
ddpA,43.23314463851987,15.807595756322693,1.3960144415511042,29.52037019742128,gray
gadC,139.68204985551048,61.82987057609947,1.1629157481290235,100.75596021580498,gray
speB,899.522412642405,1283.2818708733605,-0.512127788009213,1091.4021417578829,gray
tdh,628.1575752537243,180.77364081719637,1.7912783836080868,404.4656080354603,gray
yceF,2410.1636928268886,2340.2937961715156,0.042423616456765956,2375.228744499202,gray
fdx,2072.0826706863604,2741.9994276513953,-0.4039766715633899,2407.041049168878,gray
gldA,56.326374197342,53.53966431679145,0.0718932130231309,54.933019257066725,gray
nirB,3.3562901777804757,3.03821886625187,0.10938095192671637,3.1972545220161726,gray
ybdH,461.82066692942993,727.2348850814199,-0.6539505643312076,594.5277760054249,gray
yebF,1444.5621212497226,1716.2173425455082,-0.24844203987034597,1580.3897318976155,gray
yedD,1144.8020517789273,1665.591951556933,-0.5405430917375522,1405.1970016679302,gray
ygiM,149.16036347642296,273.0911637006969,-0.868151771073288,211.12576358855992,gray
gpmB,305.1307586432915,364.87371777185865,-0.2571977769608491,335.00223820757503,gray
iciA,410.1684513844051,624.6254917626972,-0.6055697259761637,517.3969715735511,gray
grcA,1268.8722989517098,900.5273714430914,0.49424022445015225,1084.6998351974007,gray
mrr,39.63625521389861,34.15170443638297,0.20917281396512877,36.89397982514079,gray
secY,352.2405314370259,650.9728143752714,-0.8841609191209585,501.6066729061486,gray
exbD,141.68285714056768,368.19045640214733,-1.3715532493739042,254.9366567713575,gray
secB,11594.337232406406,16735.287529157733,-0.5294347632459786,14164.81238078207,gray
glnG,40.44967008089491,128.99468997171928,-1.649020169460429,84.7221800263071,gray
baeR,164.33641163452103,276.30455472463245,-0.746066831994515,220.32048317957674,gray
cpxR,953.9453009825309,933.4521676914305,0.03129728047083091,943.6987343369807,gray
rstA,175.21893543379952,242.95260974641707,-0.46923196097539055,209.0857725901083,gray
spoT,16.005326364480897,13.81903821764959,0.19853487719905516,14.912182291065243,gray
cusR,886.103416293383,928.6782235153327,-0.06762916271170205,907.3908199043578,gray
qseB,41.73224563,70.36223445,-0.7398356543970097,56.047240040000005,gray
elaB,10569.115296911723,7255.528565222257,0.5426396628138388,8912.32193106699,gray
ybgI,4487.358901655902,4327.411810196956,0.05235027706575757,4407.385355926429,gray
ydcF,198.72923296838124,240.43149333217278,-0.27356837413308543,219.580363150277,gray
yebC,385.6710941633993,792.3183756010176,-1.0367930475679898,588.9947348822084,gray
ygiN,572.1915526170219,609.8955571233013,-0.09190840002108125,591.0435548701616,gray
lptA,783.6412905093083,1082.9623157295916,-0.4662094397695018,933.3018031194499,gray
rodZ,1017.0537260970459,1543.3408578284602,-0.6011775116523026,1280.197291962753,gray
truD,143.88786128191387,233.43984811813434,-0.6942810769623806,188.6638547000241,gray
yqfB,1068.8630563311042,699.679078418627,0.6106004173176718,884.2710673748657,gray
ydaL,26.18100365,56.63371417,-1.0843142681846993,41.40735891,gray
mdaB,441.7122265640955,447.43035871802385,-0.01851473436512663,444.5712926410597,gray
modE,89.21356387180366,134.9593507022946,-0.591759108867068,112.08645728704914,gray
ydjN,728.8669085004387,2229.571958506966,-1.6117083732531938,1479.2194335037025,gray
yecA,680.5306284733596,802.5721500769819,-0.23764907028333404,741.5513892751708,gray
yedE,54.598161265889395,23.280674540198344,1.1952286695534609,38.93941790304387,gray
yigB,156.83728192974152,246.81572593405238,-0.6508297240265781,201.82650393189695,gray
dkgB,75.80893242675398,90.52726693666274,-0.25292750383002627,83.16809968170836,gray
rlmM,60.541266473717435,121.82256743299598,-0.9969496273348923,91.1819169533567,gray
yjiA,209.13102061063546,164.75829791101418,0.34220806181689944,186.94465926082484,gray
rlmJ,115.99587359989823,302.10934358482615,-1.3733806776224746,209.0526085923622,gray
entE,48.22657068724571,92.28271177955794,-0.9221724897104666,70.25464123340183,gray
corA,194.8155330418126,276.28435707626755,-0.5018710183353203,235.54994505904008,gray
mgtA,16.943249578575276,65.34474372405465,-1.8865409796379442,41.143996651314964,gray
metN,551.0043033012912,1090.225330892196,-0.9831976204260293,820.6148170967436,gray
yibN,870.2584478993658,1372.2389706960673,-0.6564100599292644,1121.2487092977167,gray
yqjH,413.82373233609246,434.9288550142887,-0.07159426772499344,424.3762936751906,gray
groS,12215.368096407616,14800.611589454034,-0.2769388257265284,13507.989842930825,gray
nfuA,2194.934345585124,3753.346219930672,-0.7737267783330743,2974.1402827578977,gray
ptrA,28.307832875252505,48.675480737009586,-0.7612476352966748,38.49165680613105,gray
yhfA,379.2746901202625,438.3569427691407,-0.20835157080392186,408.81581644470157,gray
loiP,326.7097693584447,454.04720156816467,-0.473597520599645,390.3784854633047,gray
ddlB,498.4122614381081,511.17579274917694,-0.03640782527541475,504.7940270936425,gray
gutQ,56.91909650714688,54.83019360169202,0.0529935387330438,55.874645054419446,gray
lolB,246.43947968694667,256.0039777816491,-0.05471498405942654,251.22172873429787,gray
mipA,1884.7340709076136,3327.8944352848607,-0.8199168816681457,2606.3142530962373,gray
skp,3792.0061818702256,8223.639927749438,-1.1166107965281302,6007.823054809832,gray
yeeZ,202.02251775123617,326.89767606491506,-0.6916059275268189,264.4600969080756,gray
ycjG,141.7642865,102.4097295,0.4652631933610545,122.087008,gray
mepS,1530.041761047726,1782.1321655382033,-0.21990000464951365,1656.0869632929646,gray
dnaA,50.54078597599807,66.25008817586333,-0.3838216214024577,58.3954370759307,gray
dnaN,385.2680168363541,576.9588740956051,-0.5813646115917059,481.11344546597957,gray
nfo,123.6077448484687,205.4313829075884,-0.7282685742127795,164.51956387802855,gray
ssb,2083.163136961787,3611.7363861073613,-0.793623779779093,2847.4497615345745,gray
ihfB,3432.438109991196,5359.847223017276,-0.6428070624953577,4396.142666504236,gray
parC,61.89396000565988,124.86668343893679,-1.0009030759507596,93.38032172229833,gray
fadR,147.95768389350457,185.91105925751066,-0.3274493877187652,166.9343715755076,gray
rob,114.51684202479693,102.04256369507827,0.1648628145727029,108.2797028599376,gray
slyA,694.8434534919695,785.2486335230935,-0.17622283056150145,740.0460435075315,gray
yjdC,560.1806188348854,519.9761659285776,0.1072478119635889,540.0783923817315,gray
galR,37.21179852,64.47884417,-0.7770106928200242,50.845321345,gray
iscR,4233.210813699668,7687.153375567814,-0.8605440172736589,5960.182094633741,gray
mprA,565.9968521021885,1084.8631016567404,-0.9374295986494587,825.4299768794644,gray
uidR,73.84471909,138.6765719,-0.9001176252689973,106.260645495,gray
miaA,59.945864008550835,80.32994270134475,-0.41625827946164673,70.1379033549478,gray
rbfA,990.5993661302509,1534.5280110530812,-0.6309055758413038,1262.563688591666,gray
rplO,3390.434649847498,6986.008750627745,-1.0427792535893659,5188.221700237622,gray
rplV,18436.181340797055,49716.943111931185,-1.4311484969404997,34076.56222636412,gray
rpmE,5738.170827211481,8140.580028153178,-0.5044664869606184,6939.375427682329,gray
truB,54.203985868319414,76.67568548868407,-0.49269063118217815,65.43983567850174,gray
mnmA,253.6577297569498,500.16670813632106,-0.976731072691603,376.91221894663545,gray
rimM,377.3510901068059,775.5279879945862,-1.0373123220216538,576.439539050696,gray
rlmB,214.55747954411044,471.0554286620982,-1.1308836476291466,342.80645410310433,gray
rluD,316.8685423650456,390.7681330728158,-0.3015698034471477,353.8183377189307,gray
speG,58.08928983019346,90.24563613222371,-0.6268589030648917,74.16746298120859,gray
truA,30.07489525,45.45328087,-0.5800309657457223,37.76408806,gray
ridA,9735.367725657989,9263.35463821125,0.07169317661022134,9499.361181934619,gray
fabA,1007.1316302282096,2067.4441073464186,-1.0368619525277865,1537.287868787314,gray
fabZ,2792.6076434792462,4929.769084657034,-0.8196832794531197,3861.18836406814,gray
azoR,625.3618288256952,801.6460854537908,-0.35776769768422767,713.503957139743,gray
yciK,139.02350718408067,319.1458479450157,-1.193060251861838,229.0846775645482,gray
kduD,25.11028849,51.83523509,-1.0168819660392625,38.47276179,gray
pdxJ,638.1016139444502,644.8664483653462,-0.015190546013824857,641.4840311548982,gray
cmoA,260.33666015763265,556.2650243050274,-1.092454088915055,408.30084223133,gray
panE,11.91008932,25.25850288,-1.0242856816489638,18.584296100000003,gray
ribB,230.6301716220066,370.8396110186156,-0.6828572768939454,300.7348913203111,gray
glgA,415.99253891511125,330.6624991581948,0.33030567347113404,373.32751903665303,gray
glpT,50.98887354076225,53.43501843262771,-0.06633214982798652,52.21194598669498,gray
otsA,249.78908687330414,199.33120023988727,0.32408744168423986,224.5601435565957,gray
dhaL,50.55909418469854,94.69692304617661,-0.8922456203703026,72.62800861543758,gray
fruA,120.4488687628874,172.3994355031072,-0.513750149880928,146.4241521329973,gray
gatB,38599.506994400515,6457.543833470519,2.5793389650671745,22528.525413935517,red
gatA,22655.912053939493,5670.827117185988,1.9980657837774096,14163.369585562741,gray
yiaO,3.60762563,9.540549924,-1.193854730005024,6.574087777,gray
cmk,534.7236776516143,950.2258234579436,-0.8282988202695645,742.4747505547789,gray
gpt,2532.3881303136523,3382.6927564460675,-0.41753045233286024,2957.54044337986,gray
purK,91.29313294054141,227.11322661875522,-1.3054548869903275,159.2031797796483,gray
iadA,116.3676130270898,223.10967870866827,-0.9331705971164537,169.73864586787903,gray
rihA,216.80262602758054,143.45091117398954,0.5924420443817997,180.12676860078506,gray
rihC,211.43531916217125,42.335641853981244,2.293397668316217,126.88548050807626,gray
aroB,212.42694225796149,304.9261197011994,-0.5194409798315496,258.67653097958043,gray
aroH,99.5151781154009,300.07053110188144,-1.5826881339851653,199.79285460864116,gray
dapE,50.87860026446482,73.55586014670587,-0.5231821990941992,62.217230205585345,gray
hisF,278.7264132966323,1028.6013871432272,-1.8799975098525223,653.6639002199297,gray
lysA,369.3218109956767,725.5276665028726,-0.9722382143714992,547.4247387492746,gray
solA,341.91934596858096,813.1785440421795,-1.2474759058539,577.5489450053802,gray
speE,314.4919703605996,1039.7159130421974,-1.7219011136086735,677.1039417013985,gray
nanA,92.93220793815333,81.48870112389292,0.18742340111132272,87.21045453102312,gray
livF,103.28299062585633,219.65170526359054,-1.0812670347801534,161.46734794472343,gray
potA,135.4945940821518,249.09109114637985,-0.8736098523071725,192.29284261426582,gray
puuA,282.81380276916167,122.15196595158069,1.2045050952986651,202.48288436037117,gray
yehX,27.75074385,117.8216167,-2.047126135652535,72.786180275,gray
yiiD,155.73164085318206,134.06666244142383,0.21462483100040064,144.89915164730294,gray
ftsE,144.45222858941744,249.5512158842944,-0.7845601376617353,197.00172223685593,gray
ftsK,12.737667236165665,32.95748637967097,-1.3055926268519373,22.847576807918315,gray
minE,2049.031295067953,2057.305303442225,-0.005811055984517921,2053.168299255089,gray
mukF,34.75403198629954,53.803196366733886,-0.6161540960954301,44.27861417651671,gray
fic,189.9473206,283.4934918,-0.5752209731740132,236.7204062,gray
fldA,5554.650942769026,8651.165298485012,-0.6391052693044834,7102.908120627018,gray
galT,102.03848410424372,150.64445152292797,-0.5575094386744688,126.34146781358584,gray
fucO,211.07141303427767,41.34531250871699,2.324275978696382,126.20836277149732,gray
hyaB,0.6837029646081372,1.1383956896056013,-0.34489119105624255,0.9110493271068693,gray
puuC,27.92923762569552,115.63319240019126,-2.0113782111505296,71.78121501294339,gray
