gene,source,thresholds,comparison
prpB ,treitz,1.0,Acetate_over_Glucose
uhpT ,treitz,1.0,Acetate_over_Glucose
ytfJ ,treitz,1.0,Acetate_over_Glucose
yedN ,treitz,1.0,Acetate_over_Glucose
glpF ,treitz,1.0,Acetate_over_Glucose
mhpR ,treitz,1.0,Acetate_over_Glucose
tnaA ,treitz,1.0,Acetate_over_Glucose
frdC ,treitz,1.0,Acetate_over_Glucose
yghJ ,treitz,1.0,Acetate_over_Glucose
uspF ,treitz,1.0,Acetate_over_Glucose
paaG ,treitz,1.0,Acetate_over_Glucose
psuG ,treitz,1.0,Acetate_over_Glucose
nanR ,treitz,1.0,Acetate_over_Glucose
fadB ,treitz,1.0,Acetate_over_Glucose
putP ,treitz,1.0,Acetate_over_Glucose
frdB ,treitz,1.0,Acetate_over_Glucose
xylG ,treitz,1.0,Acetate_over_Glucose
gcl ,treitz,1.0,Acetate_over_Glucose
ytfQ ,treitz,1.0,Acetate_over_Glucose
fadD ,treitz,1.0,Acetate_over_Glucose
tauB ,treitz,1.0,Acetate_over_Glucose
yliF ,treitz,1.0,Acetate_over_Glucose
