gene,source,thresholds,comparison
aceA,schmidt,2.5,Acetate_vs_Glucose
acs,schmidt,2.5,Acetate_vs_Glucose
glcB,schmidt,2.5,Acetate_vs_Glucose
mglB,schmidt,2.5,Acetate_vs_Glucose
gatY,schmidt,2.5,Acetate_vs_Glucose
gatZ,schmidt,2.5,Acetate_vs_Glucose
pckA,schmidt,2.5,Acetate_vs_Glucose
aspA,schmidt,2.5,Acetate_vs_Glucose
ydeN,schmidt,2.5,Acetate_vs_Glucose
gatD,schmidt,2.5,Acetate_vs_Glucose
actP,schmidt,2.5,Acetate_vs_Glucose
gatB,schmidt,2.5,Acetate_vs_Glucose
glcG,schmidt,2.5,Acetate_vs_Glucose
mhpR,schmidt,2.5,Acetate_vs_Glucose
fucI,schmidt,2.5,Acetate_vs_Glucose
hdeB,schmidt,2.5,Acetate_vs_Glucose
glsA,schmidt,2.5,Acetate_vs_Glucose
aceK,schmidt,2.5,Acetate_vs_Glucose
hdeD,schmidt,2.5,Acetate_vs_Glucose
ydcH,schmidt,2.5,Acetate_vs_Glucose
fadM,schmidt,2.5,Acetate_vs_Glucose
mglC,schmidt,2.5,Acetate_vs_Glucose
glcA,schmidt,2.5,Acetate_vs_Glucose
glcF,schmidt,2.5,Acetate_vs_Glucose
hdeA,schmidt,2.5,Acetate_vs_Glucose
ybgL,schmidt,2.5,Acetate_vs_Glucose
rpmJ,schmidt,2.5,Acetate_vs_Glucose
glcE,schmidt,2.5,Acetate_vs_Glucose
pmrD,schmidt,2.5,Acetate_vs_Glucose
yfgJ,schmidt,2.5,Acetate_vs_Glucose
ygdR,schmidt,2.5,Acetate_vs_Glucose
xylA,schmidt,2.5,Xylose_vs_Glucose
dadA,schmidt,2.5,Xylose_vs_Glucose
xylB,schmidt,2.5,Xylose_vs_Glucose
xylF,schmidt,2.5,Xylose_vs_Glucose
yagH,schmidt,2.5,Xylose_vs_Glucose
xylG,schmidt,2.5,Xylose_vs_Glucose
yicI,schmidt,2.5,Xylose_vs_Glucose
fhuF,schmidt,2.5,Xylose_vs_Glucose
fes,schmidt,2.5,Xylose_vs_Glucose
fepC,schmidt,2.5,Xylose_vs_Glucose
xylR,schmidt,2.5,Xylose_vs_Glucose
hslR,schmidt,2.5,Xylose_vs_Glucose
xylH,schmidt,2.5,Xylose_vs_Glucose
bhsA,schmidt,2.5,Xylose_vs_Glucose
ybeY,schmidt,2.5,Xylose_vs_Glucose
ybgL,schmidt,2.5,Xylose_vs_Glucose
feoA,schmidt,2.5,Xylose_vs_Glucose
nhaB,schmidt,2.5,Xylose_vs_Glucose
ydiE,schmidt,2.5,Xylose_vs_Glucose
djlA,schmidt,2.5,Xylose_vs_Glucose
mltC,schmidt,2.5,Xylose_vs_Glucose
nei,schmidt,2.5,Xylose_vs_Glucose
greB,schmidt,2.5,Xylose_vs_Glucose
rpmJ,schmidt,2.5,Xylose_vs_Glucose
folB,schmidt,2.5,Xylose_vs_Glucose
ychH,schmidt,2.5,Xylose_vs_Glucose
xylE,schmidt,2.5,Xylose_vs_Glucose
prpD,schmidt,2.5,Chemostat_slow_vs_fast
modA,schmidt,2.5,Chemostat_slow_vs_fast
dxr,schmidt,2.5,Chemostat_slow_vs_fast
prpB,schmidt,2.5,Chemostat_slow_vs_fast
yiaO,schmidt,2.5,Chemostat_slow_vs_fast
sgcX,schmidt,2.5,Chemostat_slow_vs_fast
acpH,schmidt,2.5,Chemostat_slow_vs_fast
modC,schmidt,2.5,Chemostat_slow_vs_fast
hda,schmidt,2.5,Chemostat_slow_vs_fast
menD,schmidt,2.5,Chemostat_slow_vs_fast
ydgD,schmidt,2.5,Chemostat_slow_vs_fast
rspB,schmidt,2.5,Chemostat_slow_vs_fast
xdhB,schmidt,2.5,Chemostat_slow_vs_fast
ymgD,schmidt,2.5,Chemostat_slow_vs_fast
ynfL,schmidt,2.5,Chemostat_slow_vs_fast
glnK,schmidt,2.5,Chemostat_slow_vs_fast
glcA,schmidt,2.5,Chemostat_slow_vs_fast
uhpT,schmidt,2.5,Chemostat_slow_vs_fast
cirA,schmidt,2.5,Osmotic_stress_glucose_vs_Glucose
fiu,schmidt,2.5,Osmotic_stress_glucose_vs_Glucose
entF,schmidt,2.5,Osmotic_stress_glucose_vs_Glucose
efeO,schmidt,2.5,Osmotic_stress_glucose_vs_Glucose
hmp,schmidt,2.5,Osmotic_stress_glucose_vs_Glucose
entB,schmidt,2.5,Osmotic_stress_glucose_vs_Glucose
entA,schmidt,2.5,Osmotic_stress_glucose_vs_Glucose
entE,schmidt,2.5,Osmotic_stress_glucose_vs_Glucose
fhuE,schmidt,2.5,Osmotic_stress_glucose_vs_Glucose
ytfE,schmidt,2.5,Osmotic_stress_glucose_vs_Glucose
hdeB,schmidt,2.5,Osmotic_stress_glucose_vs_Glucose
nlpE,schmidt,2.5,Osmotic_stress_glucose_vs_Glucose
fhuF,schmidt,2.5,Osmotic_stress_glucose_vs_Glucose
entH,schmidt,2.5,Osmotic_stress_glucose_vs_Glucose
cutA,schmidt,2.5,Osmotic_stress_glucose_vs_Glucose
fes,schmidt,2.5,Osmotic_stress_glucose_vs_Glucose
yjcE,schmidt,2.5,Osmotic_stress_glucose_vs_Glucose
hslR,schmidt,2.5,Osmotic_stress_glucose_vs_Glucose
bhsA,schmidt,2.5,Osmotic_stress_glucose_vs_Glucose
hdeA,schmidt,2.5,Osmotic_stress_glucose_vs_Glucose
yciG,schmidt,2.5,Osmotic_stress_glucose_vs_Glucose
ybiI,schmidt,2.5,Osmotic_stress_glucose_vs_Glucose
ybdZ,schmidt,2.5,Osmotic_stress_glucose_vs_Glucose
mazG,schmidt,2.5,Osmotic_stress_glucose_vs_Glucose
ybeY,schmidt,2.5,Osmotic_stress_glucose_vs_Glucose
sufE,schmidt,2.5,Osmotic_stress_glucose_vs_Glucose
ybgL,schmidt,2.5,Osmotic_stress_glucose_vs_Glucose
feoA,schmidt,2.5,Osmotic_stress_glucose_vs_Glucose
nhaB,schmidt,2.5,Osmotic_stress_glucose_vs_Glucose
ydiE,schmidt,2.5,Osmotic_stress_glucose_vs_Glucose
yeaR,schmidt,2.5,Osmotic_stress_glucose_vs_Glucose
djlA,schmidt,2.5,Osmotic_stress_glucose_vs_Glucose
mltC,schmidt,2.5,Osmotic_stress_glucose_vs_Glucose
nei,schmidt,2.5,Osmotic_stress_glucose_vs_Glucose
soxR,schmidt,2.5,Osmotic_stress_glucose_vs_Glucose
greB,schmidt,2.5,Osmotic_stress_glucose_vs_Glucose
rpmJ,schmidt,2.5,Osmotic_stress_glucose_vs_Glucose
folB,schmidt,2.5,Osmotic_stress_glucose_vs_Glucose
mpaA,schmidt,2.5,Osmotic_stress_glucose_vs_Glucose
yfhG,schmidt,2.5,Osmotic_stress_glucose_vs_Glucose
